Frecuencia [Hz],Zin [Ohm],Zin_p [deg]
0.10602297833346004,150113631.58574775,90.00000000881894
0.10607181496353169,150044517.61897916,90.000000008823
0.10612067408888194,149975435.4730408,90.00000000882706
0.10616955571987265,149906385.13328218,90.00000000883112
0.10621845986687042,149837366.58505934,90.0000000088352
0.10626738654024667,149768379.81373507,90.00000000883927
0.10631633575037755,149699424.80467895,90.00000000884334
0.10636530750764402,149630501.5432673,90.00000000884741
0.10641430182243179,149561610.0148832,90.00000000885149
0.1064633187051314,149492750.20491627,90.00000000885557
0.10651235816613813,149423922.0987631,90.00000000885964
0.10656142021585209,149355125.68182695,90.00000000886372
0.10661050486467814,149286360.93951774,90.0000000088678
0.10665961212302597,149217627.85725206,90.0000000088719
0.10670874200131003,149148926.42045322,90.00000000887597
0.1067578945099496,149080256.61455148,90.00000000888006
0.10680706965936874,149011618.42498353,90.00000000888416
0.10685626745999631,148943011.83719283,90.00000000888825
0.10690548792226598,148874436.83662963,90.00000000889234
0.10695473105661622,148805893.40875077,90.00000000889644
0.10700399687349034,148737381.5390199,90.00000000890054
0.1070532853833364,148668901.21290725,90.00000000890464
0.10710259659660733,148600452.41588986,90.00000000890873
0.10715193052376083,148532035.13345134,90.00000000891285
0.10720128717525947,148463649.35108197,90.00000000891694
0.10725066656157058,148395295.05427888,90.00000000892105
0.10730006869316634,148326972.2285457,90.00000000892516
0.10734949358052377,148258680.85939282,90.00000000892926
0.10739894123412469,148190420.93233737,90.00000000893338
0.10744841166445575,148122192.4329029,90.0000000089375
0.10749790488200844,148053995.3466199,90.00000000894163
0.10754742089727909,147985829.65902537,90.00000000894575
0.10759695972076885,147917695.35566306,90.00000000894985
0.10764652136298371,147849592.42208323,90.00000000895398
0.1076961058344345,147781520.843843,90.00000000895811
0.10774571314563688,147713480.60650593,90.00000000896223
0.10779534330711141,147645471.69564238,90.00000000896637
0.10784499632938341,147577494.0968293,90.00000000897049
0.1078946722229831,147509547.7956502,90.00000000897462
0.10794437099844555,147441632.7776954,90.00000000897876
0.10799409266631067,147373749.0285617,90.0000000089829
0.10804383723712323,147305896.53385264,90.00000000898703
0.10809360472143285,147238075.27917832,90.00000000899118
0.10814339512979403,147170285.25015545,90.00000000899531
0.1081932084727661,147102526.43240744,90.00000000899945
0.10824304476091329,147034798.81156424,90.0000000090036
0.10829290400480465,146967102.37326247,90.00000000900775
0.10834278621501416,146899437.10314536,90.0000000090119
0.1083926914021206,146831802.9868627,90.00000000901605
0.10844261957670769,146764200.01007095,90.0000000090202
0.10849257074936397,146696628.15843314,90.00000000902435
0.1085425449306829,146629087.41761893,90.00000000902851
0.10859254213126278,146561577.77330452,90.00000000903268
0.10864256236170683,146494099.2111727,90.00000000903684
0.10869260563262313,146426651.71691296,90.00000000904099
0.10874267195462466,146359235.27622133,90.00000000904515
0.10879276133832927,146291849.87480035,90.00000000904933
0.10884287379435971,146224495.49835923,90.00000000905348
0.10889300933334364,146157172.13261366,90.00000000905766
0.1089431679659136,146089879.76328614,90.00000000906184
0.10899334970270702,146022618.37610534,90.000000009066
0.10904355455436625,145955387.9568069,90.00000000907018
0.10909378253153851,145888188.49113292,90.00000000907437
0.10914403364487596,145821019.96483183,90.00000000907853
0.10919430790503565,145753882.36365893,90.00000000908273
0.10924460532267954,145686775.67337587,90.0000000090869
0.1092949259084745,145619699.87975103,90.0000000090911
0.10934526967309233,145552654.9685592,90.00000000909527
0.1093956366272097,145485640.92558178,90.00000000909947
0.10944602678150825,145418657.73660666,90.00000000910366
0.1094964401466745,145351705.38742843,90.00000000910785
0.10954687673339994,145284783.8638479,90.00000000911204
0.10959733655238094,145217893.15167284,90.00000000911625
0.10964781961431881,145151033.23671728,90.00000000912044
0.10969832592991981,145084204.10480177,90.00000000912465
0.10974885550989509,145017405.74175352,90.00000000912885
0.10979940836496077,144950638.1334062,90.00000000913305
0.1098499845058379,144883901.26559994,90.00000000913727
0.10990058394325244,144817195.1241816,90.00000000914147
0.10995120668793533,144750519.69500428,90.00000000914568
0.11000185275062242,144683874.9639278,90.0000000091499
0.11005252214205455,144617260.91681838,90.0000000091541
0.11010321487297745,144550677.53954884,90.00000000915833
0.11015393095414183,144484124.8179984,90.00000000916255
0.11020467039630337,144417602.7380528,90.00000000916677
0.11025543321022267,144351111.28560433,90.00000000917099
0.11030621940666531,144284650.4465518,90.00000000917521
0.1103570289964018,144218220.20680046,90.00000000917943
0.11040786199020766,144151820.55226195,90.00000000918367
0.11045871839886333,144085451.46885464,90.0000000091879
0.11050959823315422,144019112.94250315,90.00000000919214
0.11056050150387073,143952804.95913875,90.00000000919636
0.11061142822180821,143886527.50469905,90.00000000920059
0.11066237839776699,143820280.56512824,90.00000000920484
0.1107133520425524,143754064.1263769,90.00000000920907
0.11076434916697468,143687878.1744022,90.00000000921331
0.11081536978184914,143621722.69516754,90.00000000921756
0.110866413897996,143555597.67464304,90.00000000922181
0.11091748152624048,143489503.09880516,90.00000000922606
0.11096857267741281,143423438.95363688,90.0000000092303
0.11101968736234819,143357405.22512752,90.00000000923457
0.1110708255918868,143291401.89927295,90.00000000923882
0.11112198737687384,143225428.96207538,90.00000000924307
0.1111731727281595,143159486.3995436,90.00000000924732
0.11122438165659897,143093574.1976928,90.00000000925158
0.1112756141730524,143027692.3425446,90.00000000925584
0.11132687028838499,142961840.82012692,90.0000000092601
0.11137815001346693,142896019.6164744,90.00000000926437
0.11142945335917341,142830228.71762782,90.00000000926865
0.11148078033638463,142764468.1096346,90.00000000927291
0.11153213095598581,142698737.77854842,90.00000000927719
0.11158350522886719,142633037.71042958,90.00000000928145
0.111634903165924,142567367.89134458,90.00000000928573
0.11168632477805653,142501728.3073664,90.00000000929
0.11173777007617004,142436118.94457453,90.0000000092943
0.11178923907117486,142370539.7890548,90.00000000929857
0.1118407317739863,142304990.82689944,90.00000000930285
0.11189224819552475,142239472.04420713,90.00000000930714
0.11194378834671559,142173983.4270828,90.00000000931144
0.11199535223848925,142108524.96163803,90.00000000931571
0.11204693988178117,142043096.6339906,90.00000000932
0.11209855128753188,141977698.43026468,90.0000000093243
0.1121501864666869,141912330.33659092,90.00000000932859
0.1122018454301968,141846992.33910638,90.0000000093329
0.11225352818901722,141781684.42395434,90.00000000933719
0.11230523475410882,141716406.57728466,90.00000000934149
0.11235696513643731,141651158.7852535,90.0000000093458
0.11240871934697347,141585941.03402323,90.00000000935009
0.11246049739669312,141520753.30976287,90.00000000935441
0.11251229929657713,141455595.59864762,90.00000000935871
0.11256412505761146,141390467.8868591,90.00000000936302
0.11261597469078707,141325370.16058525,90.00000000936733
0.11266784820710006,141260302.4060205,90.00000000937166
0.11271974561755152,141195264.60936546,90.00000000937597
0.11277166693314766,141130256.7568272,90.00000000938029
0.11282361216489974,141065278.8346192,90.0000000093846
0.11287558132382408,141000330.8289611,90.00000000938893
0.1129275744209421,140935412.72607902,90.00000000939326
0.11297959146728029,140870524.51220545,90.00000000939758
0.11303163247387019,140805666.17357904,90.00000000940192
0.11308369745174845,140740837.69644505,90.00000000940624
0.11313578641195683,140676039.06705484,90.00000000941057
0.11318789936554212,140611270.27166614,90.00000000941492
0.11324003632355621,140546531.29654312,90.00000000941925
0.11329219729705611,140481822.1279562,90.00000000942359
0.11334438229710392,140417142.75218207,90.00000000942792
0.1133965913347668,140352493.1555038,90.00000000943227
0.11344882442111705,140287873.32421082,90.00000000943662
0.11350108156723203,140223283.24459875,90.00000000944095
0.11355336278419423,140158722.90296966,90.0000000094453
0.11360566808309124,140094192.28563184,90.00000000944965
0.11365799747501575,140029691.37889984,90.00000000945401
0.11371035097106556,139965220.16909462,90.00000000945838
0.11376272858234361,139900778.64254338,90.00000000946272
0.11381513031995791,139836366.78557962,90.00000000946709
0.1138675561950216,139771984.58454314,90.00000000947144
0.11392000621865297,139707632.02578002,90.0000000094758
0.1139724804019754,139643309.09564266,90.00000000948016
0.11402497875611739,139579015.78048968,90.00000000948454
0.11407750129221259,139514752.066686,90.0000000094889
0.11413004802139975,139450517.94060287,90.00000000949328
0.11418261895482279,139386313.38861772,90.00000000949764
0.11423521410363072,139322138.3971144,90.00000000950202
0.11428783347897771,139257992.95248288,90.0000000095064
0.11434047709202307,139193877.0411195,90.00000000951077
0.11439314495393123,139129790.6494268,90.00000000951516
0.11444583707587178,139065733.76381353,90.00000000951954
0.11449855346901945,139001706.37069488,90.00000000952393
0.11455129414455413,138937708.45649207,90.00000000952832
0.11460405911366084,138873740.00763273,90.00000000953271
0.11465684838752975,138809801.01055077,90.00000000953709
0.1147096619773562,138745891.45168614,90.00000000954148
0.11476249989434069,138682011.31748524,90.00000000954589
0.11481536214968886,138618160.5944006,90.00000000955028
0.11486824875461153,138554339.26889104,90.00000000955468
0.11492115972032467,138490547.32742164,90.00000000955907
0.11497409505804942,138426784.7564635,90.00000000956348
0.1150270547790121,138363051.5424943,90.00000000956788
0.11508003889444418,138299347.6719976,90.0000000095723
0.11513304741558232,138235673.1314635,90.0000000095767
0.11518608035366835,138172027.90738806,90.00000000958111
0.1152391377199493,138108411.9862737,90.00000000958553
0.11529221952567734,138044825.35462898,90.00000000958994
0.11534532578210983,137981267.99896872,90.00000000959436
0.11539845650050935,137917739.90581396,90.00000000959879
0.11545161169214364,137854241.0616919,90.0000000096032
0.11550479136828565,137790771.45313597,90.00000000960763
0.1155579955402135,137727331.0666858,90.00000000961205
0.1156112242192105,137663919.88888714,90.00000000961649
0.11566447741656519,137600537.90629208,90.0000000096209
0.11571775514357127,137537185.10545886,90.00000000962534
0.11577105741152768,137473861.47295177,90.00000000962977
0.11582438423173856,137410566.9953415,90.0000000096342
0.11587773561551322,137347301.6592048,90.00000000963864
0.11593111157416622,137284065.4511245,90.00000000964309
0.11598451211901731,137220858.35768983,90.00000000964752
0.11603793726139146,137157680.36549607,90.00000000965198
0.11609138701261885,137094531.46114466,90.00000000965642
0.1161448613840349,137031411.63124323,90.00000000966087
0.11619836038698023,136968320.8624057,90.00000000966531
0.11625188403280069,136905259.1412519,90.00000000966976
0.11630543233284736,136842226.45440793,90.00000000967422
0.11635900529847654,136779222.78850627,90.00000000967869
0.11641260294104977,136716248.13018516,90.00000000968313
0.11646622527193382,136653302.46608928,90.0000000096876
0.11651987230250069,136590385.78286937,90.00000000969206
0.11657354404412763,136527498.06718233,90.00000000969652
0.11662724050819713,136464639.30569112,90.000000009701
0.1166809617060969,136401809.48506495,90.00000000970546
0.11673470764921993,136339008.59197915,90.00000000970992
0.11678847834896444,136276236.61311516,90.00000000971441
0.11684227381673389,136213493.5351605,90.00000000971887
0.116896094063937,136150779.34480894,90.00000000972335
0.11694993910198777,136088094.02876028,90.00000000972783
0.11700380894230542,136025437.57372046,90.00000000973232
0.11705770359631444,135962809.96640155,90.0000000097368
0.1171116230754446,135900211.1935218,90.00000000974127
0.11716556739113093,135837641.24180546,90.00000000974576
0.11721953655481372,135775100.0979829,90.00000000975025
0.11727353057793852,135712587.74879083,90.00000000975474
0.11732754947195616,135650104.1809717,90.00000000975923
0.11738159324832276,135587649.3812743,90.00000000976374
0.11743566191849969,135525223.33645362,90.00000000976823
0.11748975549395363,135462826.03327033,90.00000000977273
0.11754387398615651,135400457.45849168,90.00000000977724
0.11759801740658557,135338117.59889066,90.00000000978174
0.11765218576672332,135275806.44124663,90.00000000978625
0.11770637907805756,135213523.9723447,90.00000000979075
0.1177605973520814,135151270.17897645,90.00000000979527
0.11781484060029324,135089045.04793924,90.00000000979978
0.11786910883419674,135026848.56603664,90.00000000980428
0.1179234020653009,134964680.72007826,90.0000000098088
0.11797772030512,134902541.49687985,90.00000000981332
0.11803206356517365,134840430.88326308,90.00000000981784
0.11808643185698672,134778348.8660559,90.00000000982237
0.11814082519208945,134716295.43209216,90.00000000982689
0.11819524358201731,134654270.5682118,90.00000000983141
0.11824968703831118,134592274.26126084,90.00000000983594
0.11830415557251718,134530306.4980914,90.00000000984048
0.11835864919618677,134468367.26556152,90.00000000984501
0.11841316792087675,134406456.55053547,90.00000000984954
0.11846771175814923,134344574.33988345,90.00000000985408
0.11852228071957163,134282720.6204817,90.00000000985862
0.11857687481671672,134220895.3792126,90.00000000986316
0.1186314940611626,134159098.6029644,90.0000000098677
0.1186861384644927,134097330.27863167,90.00000000987225
0.11874080803829577,134035590.39311464,90.00000000987679
0.11879550279416591,133973878.93331987,90.00000000988135
0.11885022274370258,133912195.88615984,90.0000000098859
0.11890496789851054,133850541.23855303,90.00000000989046
0.11895973827019994,133788914.97742398,90.000000009895
0.11901453387038624,133727317.08970326,90.00000000989957
0.11906935471069027,133665747.56232743,90.00000000990411
0.11912420080273822,133604206.38223907,90.00000000990869
0.11917907215816163,133542693.5363868,90.00000000991325
0.11923396878859739,133481209.01172525,90.00000000991783
0.11928889070568774,133419752.79521492,90.00000000992239
0.1193438379210803,133358324.87382255,90.00000000992695
0.11939881044642807,133296925.23452069,90.00000000993153
0.11945380829338939,133235553.864288,90.0000000099361
0.11950883147362797,133174210.750109,90.00000000994068
0.1195638799988129,133112895.87897442,90.00000000994527
0.11961895388061868,133051609.23788074,90.00000000994984
0.11967405313072511,132990350.81383058,90.00000000995442
0.11972917776081744,132929120.59383252,90.00000000995901
0.11978432778258628,132867918.56490107,90.0000000099636
0.11983950320772761,132806744.71405682,90.00000000996819
0.11989470404794282,132745599.02832618,90.00000000997278
0.11994993031493867,132684481.4947417,90.00000000997737
0.12000518202042731,132623392.10034177,90.00000000998196
0.12006045917612633,132562330.83217081,90.00000000998656
0.12011576179375866,132501297.6772792,90.00000000999117
0.12017108988505265,132440292.62272328,90.00000000999577
0.12022644346174208,132379315.65556534,90.00000001000038
0.12028182253556609,132318366.76287366,90.00000001000498
0.12033722711826926,132257445.9317224,90.00000001000959
0.12039265722160156,132196553.14919178,90.00000001001419
0.12044811285731838,132135688.40236783,90.00000001001881
0.12050359403718054,132074851.67834266,90.00000001002343
0.12055910077295426,132014042.9642142,90.00000001002805
0.12061463307641117,131953262.24708647,90.00000001003266
0.12067019095932834,131892509.51406932,90.00000001003728
0.12072577443348825,131831784.75227854,90.0000000100419
0.12078138351067884,131771087.94883588,90.00000001004653
0.12083701820269344,131710419.09086896,90.00000001005117
0.12089267852133083,131649778.16551143,90.00000001005579
0.12094836447839523,131589165.15990284,90.00000001006042
0.12100407608569629,131528580.06118855,90.00000001006505
0.12105981335504909,131468022.85651995,90.00000001006968
0.12111557629827417,131407493.53305435,90.00000001007433
0.12117136492719752,131346992.07795489,90.00000001007898
0.12122717925365054,131286518.4783907,90.00000001008361
0.12128301928947012,131226072.72153679,90.00000001008826
0.12133888504649859,131165654.794574,90.0000000100929
0.12139477653658373,131105264.68468925,90.00000001009755
0.12145069377157879,131044902.37907515,90.0000000101022
0.12150663676334245,130984567.8649304,90.00000001010686
0.12156260552373888,130924261.12945941,90.00000001011152
0.1216186000646377,130863982.15987264,90.00000001011617
0.12167462039791402,130803730.94338635,90.00000001012083
0.12173066653544838,130743507.46722274,90.00000001012549
0.12178673848912684,130683311.71860977,90.00000001013015
0.1218428362708409,130623143.68478143,90.00000001013483
0.12189895989248756,130563003.35297757,90.00000001013949
0.12195510936596927,130502890.7104438,90.00000001014416
0.122011284703194,130442805.74443175,90.00000001014884
0.12206748591607518,130382748.44219878,90.00000001015351
0.12212371301653173,130322718.79100819,90.00000001015819
0.12217996601648808,130262716.77812913,90.00000001016286
0.12223624492787412,130202742.39083666,90.00000001016754
0.12229254976262526,130142795.61641164,90.00000001017223
0.12234888053268239,130082876.44214077,90.0000000101769
0.12240523724999193,130022984.8553167,90.00000001018161
0.12246161992650577,129963120.84323777,90.00000001018628
0.12251802857418131,129903284.39320837,90.00000001019097
0.1225744632049815,129843475.49253856,90.00000001019568
0.12263092383087473,129783694.12854435,90.00000001020037
0.12268741046383495,129723940.28854753,90.00000001020507
0.12274392311584163,129664213.95987572,90.00000001020977
0.12280046179887973,129604515.12986241,90.00000001021448
0.12285702652493974,129544843.78584702,90.00000001021918
0.12291361730601769,129485199.91517457,90.00000001022389
0.12297023415411511,129425583.50519606,90.0000000102286
0.12302687708123908,129365994.54326832,90.00000001023331
0.12308354609940218,129306433.01675397,90.00000001023803
0.12314024122062257,129246898.9130214,90.00000001024273
0.12319696245692392,129187392.21944489,90.00000001024745
0.12325370982033543,129127912.92340447,90.00000001025218
0.12331048332289184,129068461.01228607,90.0000000102569
0.12336728297663345,129009036.47348128,90.00000001026163
0.12342410879360612,128949639.29438768,90.00000001026635
0.12348096078586121,128890269.46240853,90.00000001027108
0.12353783896545567,128830926.96495287,90.00000001027581
0.12359474334445199,128771611.78943567,90.00000001028054
0.12365167393491822,128712323.92327753,90.00000001028528
0.12370863074892798,128653063.35390496,90.00000001029002
0.12376561379856042,128593830.06875022,90.00000001029476
0.12382262309590028,128534624.05525132,90.0000000102995
0.12387965865303786,128475445.30085215,90.00000001030425
0.12393672048206904,128416293.7930023,90.000000010309
0.12399380859509525,128357169.5191571,90.00000001031374
0.1240509230042235,128298072.4667778,90.00000001031849
0.1241080637215664,128239002.62333126,90.00000001032323
0.12416523075924209,128179959.97629026,90.000000010328
0.12422242412937434,128120944.51313326,90.00000001033276
0.12427964384409249,128061956.22134446,90.00000001033752
0.12433688991553145,128002995.08841394,90.00000001034228
0.12439416235583176,127944061.10183734,90.00000001034704
0.1244514611771395,127885154.24911629,90.0000000103518
0.12450878639160638,127826274.517758,90.00000001035657
0.1245661380113897,127767421.89527556,90.00000001036135
0.12462351604865236,127708596.36918765,90.00000001036611
0.12468092051556286,127649797.92701891,90.00000001037088
0.12473835142429529,127591026.55629952,90.00000001037567
0.1247958087870294,127532282.24456553,90.00000001038045
0.12485329261595048,127473564.97935864,90.00000001038522
0.12491080292324946,127414874.74822639,90.00000001039001
0.12496833972112292,127356211.53872193,90.0000000103948
0.12502590302177302,127297575.33840428,90.00000001039959
0.12508349283740755,127238966.13483803,90.00000001040438
0.1251411091802399,127180383.9155937,90.00000001040917
0.12519875206248915,127121828.66824724,90.00000001041396
0.12525642149637994,127063300.3803806,90.00000001041876
0.1253141174941426,127004799.03958139,90.00000001042355
0.12537184006801302,126946324.63344274,90.00000001042837
0.1254295892302328,126887877.14956377,90.00000001043315
0.12548736499304913,126829456.5755491,90.00000001043797
0.12554516736871488,126771062.89900915,90.00000001044278
0.12560299636948852,126712696.10756001,90.0000000104476
0.1256608520076342,126654356.1888235,90.0000000104524
0.12571873429542169,126596043.13042717,90.00000001045721
0.12577664324512644,126537756.92000419,90.00000001046203
0.12583457886902955,126479497.54519343,90.00000001046685
0.12589254117941776,126421264.99363956,90.00000001047167
0.1259505301885835,126363059.25299278,90.0000000104765
0.12600854590882482,126304880.31090905,90.00000001048133
0.1260665883524455,126246728.15505005,90.00000001048615
0.1261246575317549,126188602.7730831,90.00000001049098
0.1261827534590681,126130504.15268125,90.00000001049581
0.12624087614670587,126072432.28152312,90.00000001050066
0.12629902560699463,126014387.14729303,90.00000001050549
0.12635720185226645,125956368.7376811,90.00000001051032
0.12641540489485914,125898377.04038298,90.00000001051517
0.12647363474711618,125840412.04310006,90.00000001052
0.12653189142138668,125782473.73353928,90.00000001052484
0.1265901749300255,125724562.09941332,90.0000000105297
0.12664848528539316,125666677.12844066,90.00000001053456
0.1267068224998559,125608818.80834511,90.00000001053941
0.12676518658578562,125550987.12685643,90.00000001054427
0.12682357755555995,125493182.07170983,90.00000001054912
0.1268819954215622,125435403.63064636,90.00000001055398
0.1269404401961814,125377651.79141255,90.00000001055885
0.12699891189181226,125319926.54176055,90.00000001056371
0.12705741052085523,125262227.86944836,90.00000001056857
0.12711593609571648,125204555.76223937,90.00000001057343
0.12717448862880787,125146910.20790276,90.0000000105783
0.12723306813254698,125089291.19421324,90.00000001058318
0.1272916746193571,125031698.70895137,90.00000001058805
0.12735030810166725,124974132.73990296,90.00000001059293
0.1274089685919122,124916593.27485976,90.00000001059782
0.1274676561025324,124859080.30161904,90.00000001060269
0.1275263706459741,124801593.80798368,90.00000001060756
0.12758511223468924,124744133.78176211,90.00000001061245
0.12764388088113546,124686700.21076855,90.00000001061736
0.1277026765977762,124629293.08282264,90.00000001062224
0.12776149939708062,124571912.38574973,90.00000001062713
0.12782034929152358,124514558.10738079,90.00000001063202
0.12787922629358578,124457230.23555233,90.00000001063692
0.12793813041575358,124399928.75810644,90.00000001064183
0.12799706167051914,124342653.66289096,90.00000001064673
0.12805602007038033,124285404.93775913,90.00000001065163
0.12811500562784087,124228182.57056993,90.00000001065654
0.12817401835541012,124170986.54918784,90.00000001066145
0.12823305826560327,124113816.86148298,90.00000001066635
0.12829212537094128,124056673.49533106,90.00000001067127
0.12835121968395086,123999556.43861327,90.00000001067617
0.1284103412171645,123942465.67921655,90.0000000106811
0.1284694899831204,123885401.20503329,90.00000001068602
0.12852866599436266,123828363.0039614,90.00000001069095
0.12858786926344107,123771351.06390457,90.00000001069587
0.1286470998029112,123714365.37277187,90.0000000107008
0.12870635762533442,123657405.91847806,90.00000001070572
0.1287656427432779,123600472.68894334,90.00000001071066
0.12882495516931455,123543565.67209369,90.0000000107156
0.12888429491602316,123486684.85586032,90.00000001072053
0.12894366199598822,123429830.2281803,90.00000001072547
0.1290030564218001,123373001.77699609,90.0000000107304
0.1290624782060549,123316199.49025567,90.00000001073535
0.12912192736135455,123259423.35591279,90.0000000107403
0.1291814039003068,123202673.3619265,90.00000001074524
